variance,mean,max,total,spread,jain,gini,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,kind,seed
686.24,33.4,76.0,167.0,76.0,0.6191364191364191,0.43113772455089827,36.67552773493018,inf,True,686.24,min_sum,0.013557400000081543,1070,,1.301583042661658,0.01732522499963,mismatch,0
344.56,34.2,51.0,171.0,47.0,0.7724474970281336,0.28304093567251476,36.05093713757419,12.75,True,344.56,min_max,0.01333089999980075,1070,,0.1556211430104641,0.0,mismatch,0
316.8,37.0,52.0,185.0,46.0,0.8120773519990508,0.24864864864864877,38.6415645883537,8.666666666666666,True,316.8,min_range,0.013528699999824312,1070,,0.0625167695197209,0.07186019716750791,mismatch,0
298.16,38.8,55.0,194.0,47.0,0.8346861831891772,0.23298969072164954,40.313485784220426,6.875,True,298.16,random,0.007884300000114308,500,,0.0,0.1182368333555353,mismatch,0
298.16,38.8,55.0,194.0,47.0,0.8346861831891772,0.23298969072164954,40.313485784220426,6.875,True,298.16,exhaustive,0.013863099999980477,1070,,0.0,0.1182368333555353,mismatch,0
344.56,34.2,51.0,171.0,47.0,0.7724474970281336,0.28304093567251476,36.05093713757419,12.75,True,344.56,exhaustive_ede,0.014631699999881675,1070,,0.1556211430104641,0.0,mismatch,0
157.36000000000004,31.2,46.0,156.0,38.0,0.860841881853555,0.2025641025641025,32.22722486540331,5.75,True,157.36000000000004,ours,0.017767499999990832,660,144.0,0.0,0.030984139666985745,mismatch,1
161.76,30.2,42.0,151.0,36.0,0.8493574222387782,0.21192052980132448,31.25870091058132,7.0,True,161.76,ours_ede,0.019564100000025064,725,157.0,0.0279613624809351,0.0,mismatch,1
172.4,31.0,42.0,155.0,35.0,0.8478913005117346,0.21677419354838712,32.10772978754015,6.0,True,172.4,centroid,1.160000010713702e-05,5,,0.0955770208439245,0.027161361548183424,mismatch,1
161.76,31.8,44.0,159.0,36.0,0.8620971867007673,0.20377358490566033,32.828208071576555,5.5,True,161.76,weighted_centroid,2.3799999780749204e-05,5,,0.0279613624809351,0.0502102491554261,mismatch,1
